Date,Entity,Site,Commodity,GHGEmissions_tCO2e,WaterUse_m3,Energy_kWh,TRIFR,LTIFR,Scenario
2025-05-01,Holding Company,North Pit,Nickel,4335.7,9366.3,690624.4,0.83,0.92,Budget
2025-05-01,Holding Company,South Pit,Gold,2752.6,6735.3,914481.9,3.16,0.48,Actual
2025-05-01,Holding Company,South Pit,Copper,3553.7,9271.7,1148197.3,4.24,2.97,Actual
2025-05-01,Holding Company,South Pit,Zinc,3888.7,8338.8,967146.0,2.91,0.39,Budget
2025-05-01,Holding Company,South Pit,Nickel,3306.1,10972.4,1056803.3,0.75,0.83,Actual
2025-05-01,Holding Company,Mill A,Gold,4227.6,12138.3,515689.5,0.62,2.45,Budget
2025-05-01,Holding Company,Mill A,Copper,2359.8,17983.1,1078561.3,2.0,1.35,Budget
2025-05-01,Holding Company,Mill A,Zinc,2670.6,23478.9,1059824.1,4.44,2.94,Actual
2025-05-01,Holding Company,Mill A,Nickel,3076.8,12954.8,767141.0,0.48,0.23,Actual
2025-05-01,Holding Company,Mill B,Gold,5539.0,23565.5,1436908.4,5.35,1.0,Actual
2025-05-01,Holding Company,Mill B,Copper,1529.1,8452.2,690421.9,3.16,2.06,Actual
2025-05-01,Holding Company,Mill B,Zinc,2766.2,9849.0,928153.8,4.3,2.79,Actual
2025-05-01,Holding Company,Mill B,Nickel,3500.1,13072.7,669646.9,1.75,0.6,Actual
2025-05-01,Alberta,North Pit,Gold,4715.7,17034.0,769429.2,3.44,0.68,Actual
2025-05-01,Alberta,North Pit,Copper,4621.7,10467.3,1061947.5,1.39,2.83,Budget
2025-05-01,Alberta,North Pit,Zinc,4538.1,13866.1,627693.9,1.45,2.71,Budget
2025-05-01,Alberta,North Pit,Nickel,3275.3,10402.4,448212.0,3.68,2.26,Actual
2025-05-01,Alberta,South Pit,Gold,3697.2,8299.7,1003248.5,2.99,1.28,Budget
2025-05-01,Alberta,South Pit,Copper,2485.2,14518.4,536714.8,1.87,0.23,Budget
2025-05-01,Alberta,South Pit,Zinc,3644.9,16276.6,1016628.3,0.74,1.17,Budget
2025-05-01,Alberta,South Pit,Nickel,2360.9,6860.5,786657.7,1.0,0.47,Actual
2025-05-01,Alberta,Mill A,Gold,5296.4,14750.3,1229597.6,3.19,1.66,Actual
2025-05-01,Alberta,Mill A,Copper,4200.6,13446.3,1171006.7,1.86,2.91,Actual
2025-05-01,Alberta,Mill A,Zinc,5943.0,18201.2,1007766.4,1.03,0.76,Actual
2025-05-01,Alberta,Mill A,Nickel,1882.4,10318.0,896076.3,3.09,1.01,Actual
2025-05-01,Alberta,Mill B,Gold,3866.1,15486.2,490207.9,1.14,1.99,Actual
2025-05-01,Alberta,Mill B,Copper,2705.8,9455.0,502320.2,0.98,0.51,Actual
2025-05-01,Alberta,Mill B,Zinc,4473.5,14760.3,1010036.3,1.02,2.27,Actual
2025-05-01,Alberta,Mill B,Nickel,2905.1,11483.5,816782.1,0.63,1.52,Actual
2025-05-01,Quebec,North Pit,Gold,2253.9,13735.2,753348.1,0.38,1.39,Actual
2025-05-01,Quebec,North Pit,Copper,3974.9,16085.4,466049.0,0.59,0.61,Actual
2025-05-01,Quebec,North Pit,Zinc,3430.4,13810.5,1125754.0,0.91,1.93,Budget
2025-05-01,Quebec,North Pit,Nickel,2803.2,10483.6,1083867.8,3.2,2.96,Budget
2025-05-01,Quebec,South Pit,Gold,3488.1,13295.0,901240.2,2.13,2.17,Actual
2025-05-01,Quebec,South Pit,Copper,2575.0,14464.6,858517.6,2.43,0.25,Budget
2025-05-01,Quebec,South Pit,Zinc,4408.5,23893.0,745585.5,2.57,1.16,Actual
2025-05-01,Quebec,South Pit,Nickel,4487.7,18698.5,690921.3,1.78,0.52,Actual
2025-05-01,Quebec,Mill A,Gold,3733.0,19310.2,932422.9,3.67,0.83,Budget
2025-05-01,Quebec,Mill A,Copper,2308.4,19797.1,861032.1,0.91,2.25,Budget
2025-05-01,Quebec,Mill A,Zinc,4022.7,8300.6,694597.9,0.58,0.59,Budget
2025-05-01,Quebec,Mill A,Nickel,4392.3,12067.9,1130402.0,2.86,2.95,Budget
2025-05-01,Quebec,Mill B,Gold,3672.1,17694.6,767073.8,2.26,0.55,Actual
2025-05-01,Quebec,Mill B,Copper,2048.3,14733.3,619151.6,0.85,1.68,Budget
2025-05-01,Quebec,Mill B,Zinc,2077.1,10485.0,616232.5,1.51,0.5,Actual
2025-05-01,Quebec,Mill B,Nickel,5038.1,11011.8,1188998.4,4.99,0.9,Actual
2025-05-01,Ontario,North Pit,Gold,4105.6,14653.6,1055859.8,2.41,0.68,Budget
2025-05-01,Ontario,North Pit,Copper,4662.6,11764.6,971271.1,0.7,1.81,Budget
2025-05-01,Ontario,North Pit,Zinc,3184.0,18651.8,596068.8,1.66,0.87,Budget
2025-05-01,Ontario,North Pit,Nickel,2726.3,19525.5,1004443.6,3.08,0.21,Budget
2025-05-01,Ontario,South Pit,Gold,2353.8,14622.1,578753.1,1.46,1.37,Actual
2025-05-01,Ontario,South Pit,Copper,4219.8,17173.6,1134046.5,4.06,0.44,Budget
2025-05-01,Ontario,South Pit,Zinc,3369.1,19169.5,661915.8,1.25,1.35,Budget
2025-05-01,Ontario,South Pit,Nickel,5478.5,17039.1,1053655.1,3.32,0.66,Actual
2025-05-01,Ontario,Mill A,Gold,2883.2,21327.3,1203460.7,2.15,1.26,Actual
2025-05-01,Ontario,Mill A,Copper,2400.4,17569.7,1096514.3,3.03,1.63,Budget
2025-05-01,Ontario,Mill A,Zinc,2976.2,8921.3,1036692.4,4.53,1.85,Budget
2025-05-01,Ontario,Mill A,Nickel,4104.2,14485.0,1060334.0,2.94,2.14,Actual
2025-05-01,Ontario,Mill B,Gold,2204.1,13976.2,763549.3,1.34,2.44,Budget
2025-05-01,Ontario,Mill B,Copper,2504.2,20870.6,1222348.5,1.7,2.47,Actual
2025-05-01,Ontario,Mill B,Zinc,2318.4,7833.6,780679.7,1.79,0.25,Actual
2025-05-01,Ontario,Mill B,Nickel,3859.0,12018.3,1287211.6,1.31,3.48,Actual
2025-05-01,British Columbia,North Pit,Gold,2993.6,11711.7,412235.4,1.46,1.22,Actual
2025-05-01,British Columbia,North Pit,Copper,1898.6,8728.4,767976.0,2.28,1.96,Actual
2025-05-01,British Columbia,North Pit,Zinc,1794.5,10591.2,704292.7,2.32,0.44,Actual
2025-05-01,British Columbia,North Pit,Nickel,3063.2,9733.8,699288.9,2.79,1.73,Actual
2025-05-01,British Columbia,South Pit,Gold,2966.7,7770.8,614551.6,2.82,1.03,Actual
2025-05-01,British Columbia,South Pit,Copper,2933.1,17421.4,1106374.8,2.37,1.78,Budget
2025-05-01,British Columbia,South Pit,Zinc,3027.2,14353.4,972327.6,3.91,0.6,Actual
2025-05-01,British Columbia,South Pit,Nickel,4543.2,10605.5,867808.8,3.46,0.67,Budget
2025-05-01,British Columbia,Mill A,Gold,3071.1,17560.2,752457.5,1.61,2.81,Actual
2025-05-01,British Columbia,Mill A,Copper,2205.3,15781.0,1146633.6,1.6,1.01,Budget
2025-05-01,British Columbia,Mill A,Zinc,4676.0,12600.8,1171656.8,2.47,0.81,Budget
2025-05-01,British Columbia,Mill A,Nickel,4072.5,18449.3,1070548.5,1.17,2.83,Actual
2025-05-01,British Columbia,Mill B,Gold,1714.7,16290.3,890015.1,3.28,0.33,Actual
2025-05-01,British Columbia,Mill B,Copper,4069.3,19343.5,1406982.5,6.18,2.05,Actual
2025-05-01,British Columbia,Mill B,Zinc,2095.6,13574.2,970773.0,4.28,1.49,Actual
2025-05-01,British Columbia,Mill B,Nickel,4710.4,19789.8,857673.7,2.12,0.26,Budget
2025-05-01,Nova Scotia,North Pit,Gold,5326.0,10183.5,675669.0,5.19,0.79,Actual
2025-05-01,Nova Scotia,North Pit,Copper,3562.4,15453.5,1117817.8,1.92,1.59,Budget
2025-05-01,Nova Scotia,North Pit,Zinc,3583.9,15210.0,836838.8,2.87,1.4,Actual
2025-05-01,Nova Scotia,North Pit,Nickel,4902.7,15785.1,1299667.9,5.28,0.95,Actual
2025-05-01,Nova Scotia,South Pit,Gold,4054.6,17713.7,727088.8,0.89,1.43,Actual
2025-05-01,Nova Scotia,South Pit,Copper,2320.9,15142.1,657904.6,3.71,0.61,Budget
2025-05-01,Nova Scotia,South Pit,Zinc,2822.8,18962.3,1159592.0,0.82,1.17,Budget
2025-05-01,Nova Scotia,South Pit,Nickel,2514.1,11518.0,860193.7,4.52,2.37,Actual
2025-05-01,Nova Scotia,Mill A,Gold,5878.0,11614.0,905182.3,4.28,2.01,Actual
2025-05-01,Nova Scotia,Mill A,Copper,4918.8,10147.7,1176715.3,3.78,1.0,Budget
2025-05-01,Nova Scotia,Mill A,Zinc,3511.9,12306.3,1165166.5,1.04,1.28,Budget
2025-05-01,Nova Scotia,Mill A,Nickel,2576.3,14583.6,460126.7,1.66,0.47,Actual
2025-05-01,Nova Scotia,Mill B,Gold,2565.0,16699.6,802172.2,3.56,2.68,Actual
2025-05-01,Nova Scotia,Mill B,Copper,4480.0,17891.2,1506563.7,3.61,1.39,Actual
2025-05-01,Nova Scotia,Mill B,Zinc,4329.5,15321.8,499468.2,1.17,1.01,Actual
2025-05-01,Nova Scotia,Mill B,Nickel,4233.1,13262.6,1410408.9,5.47,2.59,Actual
2025-06-01,Canada,North Pit,Gold,3131.8,13900.8,539033.2,3.77,2.29,Actual
2025-06-01,Canada,North Pit,Copper,3105.5,14117.5,807494.6,3.0,1.42,Actual
2025-06-01,Canada,North Pit,Zinc,4877.2,8784.8,609032.2,2.57,0.21,Budget
2025-06-01,Canada,North Pit,Nickel,4660.2,16045.8,930285.5,0.54,0.67,Budget
2025-06-01,Canada,South Pit,Gold,2160.9,12882.2,913025.9,2.29,1.5,Budget
2025-06-01,Canada,South Pit,Copper,4645.3,13339.6,799992.2,4.54,0.92,Budget
2025-06-01,Canada,South Pit,Zinc,4994.9,11956.7,944566.3,0.6,0.25,Budget
2025-06-01,Canada,South Pit,Nickel,2358.6,12215.9,573951.4,1.61,1.83,Actual
2025-06-01,Canada,Mill A,Gold,2129.0,12226.5,974449.1,0.66,2.1,Actual
2025-06-01,Canada,Mill A,Copper,4665.1,10818.4,610793.8,1.21,0.42,Budget
2025-06-01,Canada,Mill A,Zinc,2059.2,13528.8,1190224.4,4.3,2.37,Budget
2025-06-01,Canada,Mill A,Nickel,2571.2,17448.7,793691.1,2.37,0.91,Budget
2025-06-01,Canada,Mill B,Gold,3149.6,19059.5,533115.8,1.7,2.94,Budget
2025-06-01,Canada,Mill B,Copper,2410.8,8807.9,972913.6,3.02,0.87,Budget
2025-06-01,Canada,Mill B,Zinc,3620.0,9702.8,791628.8,2.98,2.68,Budget
2025-06-01,Canada,Mill B,Nickel,3366.6,16931.8,763498.7,0.94,2.87,Budget
2025-06-01,Holding Company,North Pit,Gold,2424.3,9517.8,1101154.1,1.23,1.98,Budget
2025-06-01,Holding Company,North Pit,Copper,3665.9,19680.6,634722.4,1.26,0.75,Budget
2025-06-01,Holding Company,North Pit,Zinc,2685.5,17912.0,909385.7,1.21,2.76,Actual
2025-06-01,Holding Company,North Pit,Nickel,4499.3,18726.2,709496.4,1.27,1.14,Budget
2025-06-01,Holding Company,South Pit,Gold,5937.9,12973.3,1380534.4,3.38,0.52,Actual
2025-06-01,Holding Company,South Pit,Copper,3460.3,13622.1,1013918.9,2.15,0.62,Budget
2025-06-01,Holding Company,South Pit,Zinc,4581.3,16321.9,1099554.9,4.85,2.77,Budget
2025-06-01,Holding Company,South Pit,Nickel,2517.4,17435.1,1080271.7,1.37,1.59,Budget
2025-06-01,Holding Company,Mill A,Gold,3985.1,12166.7,450370.6,3.39,1.83,Actual
2025-06-01,Holding Company,Mill A,Copper,5419.5,13678.1,862294.5,5.2,0.24,Actual
2025-06-01,Holding Company,Mill A,Zinc,4073.7,18374.9,704213.3,1.0,1.26,Budget
2025-06-01,Holding Company,Mill A,Nickel,2913.7,10620.1,934362.5,0.77,0.66,Actual
2025-06-01,Holding Company,Mill B,Gold,2636.9,15014.6,763818.1,4.12,1.8,Actual
2025-06-01,Holding Company,Mill B,Copper,4822.1,12699.2,1154857.0,4.54,1.67,Actual
2025-06-01,Holding Company,Mill B,Zinc,2736.4,19630.5,819618.4,4.57,2.6,Budget
2025-06-01,Holding Company,Mill B,Nickel,4990.1,20437.9,688194.3,2.29,1.89,Actual
2025-06-01,Alberta,North Pit,Gold,4498.0,14490.6,705196.3,2.53,2.73,Budget
2025-06-01,Alberta,North Pit,Copper,3735.0,14583.6,693617.2,0.95,0.9,Actual
2025-06-01,Alberta,North Pit,Zinc,4321.2,8613.9,1116968.4,4.0,2.98,Budget
2025-06-01,Alberta,North Pit,Nickel,3534.8,23582.5,898184.1,2.67,3.08,Actual
2025-06-01,Alberta,South Pit,Gold,3080.1,17669.7,674254.2,3.92,0.89,Actual
2025-06-01,Alberta,South Pit,Copper,3701.5,12067.2,451995.5,3.4,1.68,Actual
2025-06-01,Alberta,South Pit,Zinc,4797.2,14860.3,919804.9,3.58,0.25,Budget
2025-06-01,Alberta,South Pit,Nickel,3609.3,15329.4,1133018.2,4.49,0.89,Actual
2025-06-01,Alberta,Mill A,Gold,1362.5,11532.9,744497.2,1.64,0.45,Actual
2025-06-01,Alberta,Mill A,Copper,2748.7,9561.5,670868.8,0.58,0.89,Actual
2025-06-01,Alberta,Mill A,Zinc,2137.5,16664.5,836774.9,1.08,2.25,Actual
2025-06-01,Alberta,Mill A,Nickel,4241.2,19384.9,837467.0,1.87,2.37,Budget
2025-06-01,Alberta,Mill B,Gold,2601.0,9777.4,1103540.4,2.61,2.66,Actual
2025-06-01,Alberta,Mill B,Copper,3395.9,17212.3,579846.1,2.28,1.68,Budget
2025-06-01,Alberta,Mill B,Zinc,3608.7,13940.6,934384.0,3.47,1.98,Budget
2025-06-01,Alberta,Mill B,Nickel,2969.5,13315.4,883099.6,2.49,2.48,Actual
2025-06-01,Quebec,North Pit,Gold,4420.3,16499.1,1173073.7,3.4,2.37,Budget
2025-06-01,Quebec,North Pit,Copper,4618.7,11287.7,1145125.4,3.78,0.22,Budget
2025-06-01,Quebec,North Pit,Zinc,3536.7,11664.7,591880.7,0.99,2.99,Budget
2025-06-01,Quebec,North Pit,Nickel,3982.1,13141.6,793462.3,3.58,2.06,Actual
2025-06-01,Quebec,South Pit,Gold,2747.8,10476.4,875923.9,4.42,2.46,Budget
2025-06-01,Quebec,South Pit,Copper,2916.1,12133.6,525976.5,1.1,1.01,Budget
2025-06-01,Quebec,South Pit,Zinc,2040.4,19517.5,730233.3,1.46,1.96,Budget
2025-06-01,Quebec,South Pit,Nickel,4848.5,12113.9,770202.4,4.65,1.0,Budget
2025-06-01,Quebec,Mill A,Gold,4266.0,15736.2,1160453.6,2.52,1.71,Actual
2025-06-01,Quebec,Mill A,Copper,4072.8,9631.7,553214.5,4.03,1.4,Budget
2025-06-01,Quebec,Mill A,Zinc,2488.9,17669.2,581871.9,1.74,1.59,Budget
2025-06-01,Quebec,Mill A,Nickel,2157.0,10701.9,888212.7,2.27,1.37,Budget
2025-06-01,Quebec,Mill B,Gold,4805.8,16386.9,757843.7,3.52,0.49,Budget
2025-06-01,Quebec,Mill B,Copper,4220.3,15824.0,692172.4,1.73,0.66,Budget
2025-06-01,Quebec,Mill B,Zinc,4440.6,11926.5,1180205.1,3.87,1.03,Budget
2025-06-01,Quebec,Mill B,Nickel,3618.8,17341.3,525103.8,0.64,2.2,Budget
2025-06-01,Ontario,North Pit,Gold,3043.5,8035.4,829783.3,0.56,1.41,Budget
2025-06-01,Ontario,North Pit,Copper,2950.1,19369.5,586018.9,0.61,1.87,Budget
2025-06-01,Ontario,North Pit,Zinc,5717.1,10772.2,914586.0,4.03,2.44,Actual
2025-06-01,Ontario,North Pit,Nickel,2736.9,11255.9,586556.0,0.46,0.93,Actual
2025-06-01,Ontario,South Pit,Gold,2694.5,16174.3,721785.6,4.15,0.81,Actual
2025-06-01,Ontario,South Pit,Copper,2180.1,10240.5,492753.5,1.95,0.7,Actual
2025-06-01,Ontario,South Pit,Zinc,2000.8,16630.5,727748.7,2.95,1.18,Actual
2025-06-01,Ontario,South Pit,Nickel,2388.9,15211.0,931161.7,5.0,1.15,Budget
2025-06-01,Ontario,Mill A,Gold,3906.9,16328.6,1391032.5,1.21,1.15,Actual
2025-06-01,Ontario,Mill A,Copper,4840.5,17443.5,691292.1,4.98,1.79,Budget
2025-06-01,Ontario,Mill A,Zinc,2696.7,18448.8,597457.4,3.35,2.19,Budget
2025-06-01,Ontario,Mill A,Nickel,2334.9,19852.1,821631.8,4.7,1.96,Budget
2025-06-01,Ontario,Mill B,Gold,4169.1,13151.4,631151.9,1.88,2.15,Budget
2025-06-01,Ontario,Mill B,Copper,2703.2,13805.8,1018216.5,2.53,0.32,Budget
2025-06-01,Ontario,Mill B,Zinc,3854.8,18555.1,1020963.5,3.92,1.31,Budget
2025-06-01,Ontario,Mill B,Nickel,4611.3,9728.6,1061298.1,2.13,1.98,Budget
2025-06-01,British Columbia,North Pit,Gold,4617.7,19273.5,1108281.4,4.43,2.65,Budget
2025-06-01,British Columbia,North Pit,Copper,3656.1,11288.4,791371.5,2.99,2.96,Budget
2025-06-01,British Columbia,North Pit,Zinc,4317.6,14772.8,1087256.8,4.56,2.84,Budget
2025-06-01,British Columbia,North Pit,Nickel,4858.2,10722.3,981695.6,3.06,2.08,Actual
2025-06-01,British Columbia,South Pit,Gold,1662.5,15916.0,862295.1,3.47,2.12,Actual
2025-06-01,British Columbia,South Pit,Copper,2146.8,14094.0,1181187.6,4.04,0.96,Budget
2025-06-01,British Columbia,South Pit,Zinc,4811.6,18209.6,755541.9,5.5,1.8,Actual
2025-06-01,British Columbia,South Pit,Nickel,3335.6,20853.0,960944.3,3.4,3.19,Actual
2025-06-01,British Columbia,Mill A,Gold,2405.5,13412.1,531645.8,3.25,1.39,Budget
2025-06-01,British Columbia,Mill A,Copper,5301.5,15758.5,1260073.9,2.11,1.97,Actual
2025-06-01,British Columbia,Mill A,Zinc,2497.5,19200.1,565907.4,2.03,1.28,Actual
2025-06-01,British Columbia,Mill A,Nickel,2843.8,17356.9,695843.3,2.6,1.21,Budget
2025-06-01,British Columbia,Mill B,Gold,3218.0,17505.0,592152.5,3.28,2.91,Budget
2025-06-01,British Columbia,Mill B,Copper,3429.4,6952.4,494163.3,2.18,2.32,Actual
2025-06-01,British Columbia,Mill B,Zinc,2448.1,10718.5,801942.3,1.42,0.86,Actual
2025-06-01,British Columbia,Mill B,Nickel,2980.8,16826.9,828134.0,1.2,0.48,Budget
2025-06-01,Nova Scotia,North Pit,Gold,3576.5,10003.0,1118966.3,3.07,1.55,Budget
2025-06-01,Nova Scotia,North Pit,Copper,2633.7,11385.5,569173.1,1.63,2.64,Budget
2025-06-01,Nova Scotia,North Pit,Zinc,3333.8,9119.8,694680.0,2.38,2.07,Actual
2025-06-01,Nova Scotia,North Pit,Nickel,5177.3,18378.0,938108.0,4.0,0.56,Actual
2025-06-01,Nova Scotia,South Pit,Gold,2638.7,14730.0,570242.2,1.02,0.79,Actual
2025-06-01,Nova Scotia,South Pit,Copper,4149.4,16317.5,562977.5,5.14,3.31,Actual
2025-06-01,Nova Scotia,South Pit,Zinc,3440.6,14269.0,1126980.3,3.2,1.35,Budget
2025-06-01,Nova Scotia,South Pit,Nickel,4156.6,12946.1,786506.2,0.53,0.45,Budget
2025-06-01,Nova Scotia,Mill A,Gold,4789.3,19327.9,1102517.4,4.84,2.37,Budget
2025-06-01,Nova Scotia,Mill A,Copper,3071.4,9946.9,678153.5,1.31,1.14,Budget
2025-06-01,Nova Scotia,Mill A,Zinc,4230.7,10602.1,781830.1,2.19,0.63,Budget
2025-06-01,Nova Scotia,Mill A,Nickel,2434.4,13831.2,507567.5,2.27,2.82,Budget
2025-06-01,Nova Scotia,Mill B,Gold,4292.2,14144.9,1063726.5,1.58,2.02,Actual
2025-06-01,Nova Scotia,Mill B,Copper,4468.7,8544.8,890592.2,0.79,1.11,Budget
2025-06-01,Nova Scotia,Mill B,Zinc,4268.3,16193.6,908540.5,1.41,0.82,Actual
2025-06-01,Nova Scotia,Mill B,Nickel,3531.7,12341.5,898966.8,2.58,0.9,Budget
2025-07-01,Canada,North Pit,Gold,2279.7,12205.1,1097775.1,0.67,2.08,Budget
2025-07-01,Canada,North Pit,Copper,4706.6,17423.2,1098230.1,0.51,2.92,Budget
2025-07-01,Canada,North Pit,Zinc,3201.6,9543.1,950443.9,2.29,2.7,Budget
2025-07-01,Canada,North Pit,Nickel,2922.2,8731.6,352407.9,2.72,0.65,Actual
2025-07-01,Canada,South Pit,Gold,3662.6,13686.1,791941.3,1.86,2.46,Actual
2025-07-01,Canada,South Pit,Copper,4393.8,11488.0,1075870.2,3.6,1.11,Budget
2025-07-01,Canada,South Pit,Zinc,3828.4,15128.6,521232.1,1.82,1.24,Budget
2025-07-01,Canada,South Pit,Nickel,2303.5,17175.8,709171.4,2.86,0.22,Budget
2025-07-01,Canada,Mill A,Gold,2548.4,13071.1,631482.8,1.79,1.96,Actual
2025-07-01,Canada,Mill A,Copper,2535.4,8973.5,656363.2,0.84,1.23,Actual
2025-07-01,Canada,Mill A,Zinc,3823.0,19769.2,876532.7,0.69,1.26,Budget
2025-07-01,Canada,Mill A,Nickel,4672.1,14883.9,1095325.1,4.34,2.88,Budget
2025-07-01,Canada,Mill B,Gold,3762.5,16002.1,1187373.1,0.96,1.53,Budget
2025-07-01,Canada,Mill B,Copper,1614.8,10172.0,355035.5,0.58,0.47,Actual
2025-07-01,Canada,Mill B,Zinc,1419.5,13630.2,743704.6,0.64,1.46,Actual
2025-07-01,Canada,Mill B,Nickel,3113.7,9687.2,862917.7,3.51,2.78,Budget
2025-07-01,Holding Company,North Pit,Gold,4992.1,8208.2,901657.2,2.95,1.34,Budget
2025-07-01,Holding Company,North Pit,Copper,1922.0,7253.1,546364.9,3.25,1.5,Actual
2025-07-01,Holding Company,North Pit,Zinc,2246.6,17938.5,687038.5,1.87,0.43,Budget
2025-07-01,Holding Company,North Pit,Nickel,4854.4,16283.1,1183930.1,1.9,0.32,Budget
2025-07-01,Holding Company,South Pit,Gold,5480.6,18464.4,1209532.3,1.41,1.66,Actual
2025-07-01,Holding Company,South Pit,Copper,4164.4,10571.6,1283389.7,4.53,1.69,Actual
2025-07-01,Holding Company,South Pit,Zinc,2173.8,12839.5,644480.8,4.24,2.78,Budget
2025-07-01,Holding Company,South Pit,Nickel,5051.1,16843.5,985661.3,2.62,1.71,Actual
2025-07-01,Holding Company,Mill A,Gold,3662.0,12945.6,939566.2,3.54,1.1,Budget
2025-07-01,Holding Company,Mill A,Copper,2393.8,15044.4,845591.6,1.42,2.58,Budget
2025-07-01,Holding Company,Mill A,Zinc,3485.1,17399.0,1155244.7,3.41,2.73,Budget
2025-07-01,Holding Company,Mill A,Nickel,2490.1,18235.5,791470.9,2.69,2.85,Budget
2025-07-01,Holding Company,Mill B,Gold,2924.4,17332.6,669797.0,1.27,1.39,Budget
2025-07-01,Holding Company,Mill B,Copper,3931.2,9159.5,1136860.0,2.44,2.85,Actual
2025-07-01,Holding Company,Mill B,Zinc,2344.5,14076.1,521723.4,0.8,2.32,Actual
2025-07-01,Holding Company,Mill B,Nickel,2735.2,15703.2,904938.3,4.85,1.26,Budget
2025-07-01,Alberta,North Pit,Gold,2985.0,17409.4,1158890.6,1.0,2.92,Budget
2025-07-01,Alberta,North Pit,Copper,4953.3,18146.0,753785.5,4.25,2.51,Budget
2025-07-01,Alberta,North Pit,Zinc,1942.6,6610.6,488646.7,1.88,0.16,Actual
2025-07-01,Alberta,North Pit,Nickel,4643.5,15449.1,981794.3,1.56,2.41,Budget
2025-07-01,Alberta,South Pit,Gold,4203.7,14552.6,583014.5,1.19,2.53,Budget
2025-07-01,Alberta,South Pit,Copper,5382.8,19487.2,1029105.8,3.51,0.56,Actual
2025-07-01,Alberta,South Pit,Zinc,3659.6,22956.0,818346.9,5.56,0.71,Actual
2025-07-01,Alberta,South Pit,Nickel,3684.9,15483.4,590657.2,3.19,2.13,Actual
2025-07-01,Alberta,Mill A,Gold,1755.9,13606.8,540766.6,2.96,2.02,Actual
2025-07-01,Alberta,Mill A,Copper,2991.0,9871.1,928985.0,2.8,2.35,Actual
2025-07-01,Alberta,Mill A,Zinc,2503.0,10590.9,615940.0,4.97,0.83,Actual
2025-07-01,Alberta,Mill A,Nickel,4001.9,18819.0,560837.0,1.66,0.93,Budget
2025-07-01,Alberta,Mill B,Gold,4324.0,24111.1,799390.8,4.23,3.31,Actual
2025-07-01,Alberta,Mill B,Copper,2984.2,12632.4,755429.5,3.87,1.16,Actual
2025-07-01,Alberta,Mill B,Zinc,3424.6,16039.4,985630.4,1.77,0.44,Budget
2025-07-01,Alberta,Mill B,Nickel,4371.6,14258.3,1106111.1,1.76,0.77,Actual
2025-07-01,Quebec,North Pit,Gold,3898.0,15210.3,1134127.4,2.53,0.23,Budget
2025-07-01,Quebec,North Pit,Copper,2246.4,17545.1,802793.7,0.95,1.55,Budget
2025-07-01,Quebec,North Pit,Zinc,2843.9,8510.2,835301.9,3.27,0.78,Budget
2025-07-01,Quebec,North Pit,Nickel,5631.0,15157.3,1327642.4,3.71,2.4,Actual
2025-07-01,Quebec,South Pit,Gold,4853.4,13445.3,905136.6,4.61,2.95,Actual
2025-07-01,Quebec,South Pit,Copper,5355.4,10778.9,1045421.6,5.97,1.02,Actual
2025-07-01,Quebec,South Pit,Zinc,3277.4,12396.3,1002694.7,2.16,1.57,Budget
2025-07-01,Quebec,South Pit,Nickel,6446.3,12262.2,754886.5,4.18,3.29,Actual
2025-07-01,Quebec,Mill A,Gold,4064.5,10432.0,689625.2,4.34,0.82,Actual
2025-07-01,Quebec,Mill A,Copper,3601.0,17487.1,679887.6,4.65,2.31,Actual
2025-07-01,Quebec,Mill A,Zinc,4453.9,15346.2,613533.0,1.85,1.19,Budget
2025-07-01,Quebec,Mill A,Nickel,2771.3,15192.8,1135560.6,3.82,2.78,Actual
2025-07-01,Quebec,Mill B,Gold,2651.2,17029.8,845911.8,4.11,0.51,Actual
2025-07-01,Quebec,Mill B,Copper,5517.4,14801.1,1241266.0,4.19,1.77,Actual
2025-07-01,Quebec,Mill B,Zinc,4312.0,18360.4,991275.0,1.03,0.84,Budget
2025-07-01,Quebec,Mill B,Nickel,3463.4,8526.7,763989.8,0.5,1.63,Budget
2025-07-01,Ontario,North Pit,Gold,4809.8,20442.6,673080.3,5.48,1.41,Actual
2025-07-01,Ontario,North Pit,Copper,2953.4,11130.9,593399.1,1.65,1.64,Actual
2025-07-01,Ontario,North Pit,Zinc,3031.7,19628.9,1083047.3,3.78,1.52,Budget
2025-07-01,Ontario,North Pit,Nickel,5210.9,15235.8,1190714.6,2.24,3.01,Actual
2025-07-01,Ontario,South Pit,Gold,2610.0,17814.7,653919.9,1.44,2.81,Budget
2025-07-01,Ontario,South Pit,Copper,2093.8,19260.2,900315.8,4.56,2.91,Budget
2025-07-01,Ontario,South Pit,Zinc,4656.7,15905.6,626109.9,0.87,1.15,Actual
2025-07-01,Ontario,South Pit,Nickel,3563.1,16164.9,654330.0,4.6,0.23,Budget
2025-07-01,Ontario,Mill A,Gold,3874.9,8315.5,651626.4,3.52,0.66,Budget
2025-07-01,Ontario,Mill A,Copper,2823.3,13653.6,641916.5,3.55,0.44,Actual
2025-07-01,Ontario,Mill A,Zinc,3176.2,14533.6,1018112.3,1.7,0.7,Actual
2025-07-01,Ontario,Mill A,Nickel,4402.1,17523.4,818852.3,3.88,0.45,Budget
2025-07-01,Ontario,Mill B,Gold,3974.0,7975.2,548881.8,2.18,0.65,Actual
