Date,Entity,Site,Commodity,OreProcessed,Grade,RecoveryRate,MetalProduced,Scenario
2024-02-01,Holding Company,North Pit,Copper,35067.5,0.02126,0.9857,1231.7,Actual
2024-02-01,Holding Company,North Pit,Zinc,41275.5,0.01181,0.63,415.6,Actual
2024-02-01,Holding Company,North Pit,Nickel,32230.9,0.0041,0.5168,603.7,Actual
2024-02-01,Holding Company,South Pit,Gold,64791.0,0.01746,0.91,1877.8,Budget
2024-02-01,Holding Company,South Pit,Copper,65613.2,0.00292,0.6748,1442.2,Actual
2024-02-01,Holding Company,South Pit,Zinc,36344.1,0.01957,0.8058,807.8,Actual
2024-02-01,Holding Company,South Pit,Nickel,43503.6,0.02095,0.8942,447.4,Budget
2024-02-01,Holding Company,Mill A,Gold,76484.8,0.0163,0.6535,1076.8,Actual
2024-02-01,Holding Company,Mill A,Copper,61694.7,0.02168,0.8528,759.5,Budget
2024-02-01,Holding Company,Mill A,Zinc,94427.1,0.0283,0.8261,930.3,Budget
2024-02-01,Holding Company,Mill A,Nickel,32309.5,0.00997,0.8293,1502.6,Budget
2024-02-01,Holding Company,Mill B,Gold,88697.2,0.02779,0.9156,1025.8,Budget
2024-02-01,Holding Company,Mill B,Copper,84472.7,0.02937,0.7319,1674.1,Budget
2024-02-01,Holding Company,Mill B,Zinc,99548.3,0.01813,0.926,763.2,Budget
2024-02-01,Holding Company,Mill B,Nickel,54524.6,0.02802,0.8732,415.5,Actual
2024-02-01,Alberta,North Pit,Gold,73600.7,0.00947,0.7111,770.8,Budget
2024-02-01,Alberta,North Pit,Copper,67323.4,0.00429,0.93,260.0,Actual
2024-02-01,Alberta,North Pit,Zinc,120592.6,0.0072,1.0,1036.5,Actual
2024-02-01,Alberta,North Pit,Nickel,70175.3,0.02891,0.7508,791.7,Budget
2024-02-01,Alberta,South Pit,Gold,97799.8,0.02795,0.8186,53.8,Budget
2024-02-01,Alberta,South Pit,Copper,47576.8,0.00746,0.9,292.5,Actual
2024-02-01,Alberta,South Pit,Zinc,77292.0,0.01274,1.0,1791.7,Actual
2024-02-01,Alberta,South Pit,Nickel,59050.3,0.0161,0.7107,1708.7,Actual
2024-02-01,Alberta,Mill A,Gold,56421.7,0.00305,1.0,314.3,Actual
2024-02-01,Alberta,Mill A,Copper,59991.8,0.01197,0.8468,759.3,Actual
2024-02-01,Alberta,Mill A,Zinc,80256.8,0.00633,0.6784,128.0,Actual
2024-02-01,Alberta,Mill A,Nickel,47073.1,0.0129,0.7984,121.9,Actual
2024-02-01,Alberta,Mill B,Gold,55707.4,0.01623,0.9337,1609.2,Budget
2024-02-01,Alberta,Mill B,Copper,32632.4,0.00899,0.7331,1933.8,Budget
2024-02-01,Alberta,Mill B,Zinc,79682.0,0.02837,0.8754,1844.4,Budget
2024-02-01,Alberta,Mill B,Nickel,73161.2,0.02954,0.9404,941.5,Budget
2024-02-01,Quebec,North Pit,Gold,37248.4,0.0101,0.6342,277.2,Actual
2024-02-01,Quebec,North Pit,Copper,60088.3,0.00235,0.5681,1090.3,Actual
2024-02-01,Quebec,North Pit,Zinc,86831.9,0.00945,0.7174,1738.7,Budget
2024-02-01,Quebec,North Pit,Nickel,77480.6,0.0218,0.7832,1062.6,Actual
2024-02-01,Quebec,South Pit,Gold,92425.4,0.02764,0.8792,1043.7,Budget
2024-02-01,Quebec,South Pit,Copper,40602.7,0.02343,0.5759,815.1,Actual
2024-02-01,Quebec,South Pit,Zinc,59188.4,0.01002,0.8991,1553.5,Budget
2024-02-01,Quebec,South Pit,Nickel,89101.1,0.01489,0.8386,1793.6,Budget
2024-02-01,Quebec,Mill A,Gold,69459.5,0.02462,0.908,2208.6,Actual
2024-02-01,Quebec,Mill A,Copper,59985.6,0.02698,0.8722,1434.0,Budget
2024-02-01,Quebec,Mill A,Zinc,36245.2,0.01357,0.7154,1624.2,Budget
2024-02-01,Quebec,Mill A,Nickel,39731.7,0.02248,0.6679,575.7,Actual
2024-02-01,Quebec,Mill B,Gold,110383.0,0.02043,1.0,837.4,Actual
2024-02-01,Quebec,Mill B,Copper,80470.5,0.01743,0.7412,393.6,Actual
2024-02-01,Quebec,Mill B,Zinc,48352.2,0.01184,0.5837,753.8,Actual
2024-02-01,Quebec,Mill B,Nickel,59909.5,0.0183,0.5993,1034.8,Actual
2024-02-01,Ontario,North Pit,Gold,76829.9,0.01797,0.8571,263.2,Budget
2024-02-01,Ontario,North Pit,Copper,27021.3,0.01586,0.7032,589.4,Actual
2024-02-01,Ontario,North Pit,Zinc,87362.6,0.02752,0.995,173.5,Actual
2024-02-01,Ontario,North Pit,Nickel,70206.8,0.02629,0.7344,700.0,Actual
2024-02-01,Ontario,South Pit,Gold,69416.1,0.02937,0.9464,559.4,Actual
2024-02-01,Ontario,South Pit,Copper,37740.0,0.00277,0.5608,665.1,Actual
2024-02-01,Ontario,South Pit,Zinc,88551.4,0.02654,0.8282,643.7,Budget
2024-02-01,Ontario,South Pit,Nickel,70511.3,0.01561,0.7365,790.3,Actual
2024-02-01,Ontario,Mill A,Gold,52316.2,0.0139,0.8602,420.8,Budget
2024-02-01,Ontario,Mill A,Copper,79125.4,0.01295,0.9009,37.6,Budget
2024-02-01,Ontario,Mill A,Zinc,75117.2,0.00547,0.7625,1811.7,Actual
2024-02-01,Ontario,Mill A,Nickel,46462.7,0.01581,0.8925,1777.8,Budget
2024-02-01,Ontario,Mill B,Gold,50611.4,0.00258,0.9034,1566.3,Budget
2024-02-01,Ontario,Mill B,Copper,114330.3,0.03347,1.0,956.0,Actual
2024-02-01,Ontario,Mill B,Zinc,58079.0,0.02574,0.7609,2074.7,Actual
2024-02-01,Ontario,Mill B,Nickel,48018.3,0.02357,0.9842,454.8,Actual
2024-02-01,British Columbia,North Pit,Gold,48460.5,0.00638,0.7107,1434.5,Budget
2024-02-01,British Columbia,North Pit,Copper,56160.8,0.00898,0.7348,34.9,Actual
2024-02-01,British Columbia,North Pit,Zinc,66324.9,0.01415,0.6006,1225.4,Actual
2024-02-01,British Columbia,North Pit,Nickel,76667.1,0.00944,0.6309,136.2,Actual
2024-02-01,British Columbia,South Pit,Gold,32461.4,0.02373,0.7903,114.3,Actual
2024-02-01,British Columbia,South Pit,Copper,43555.3,0.01717,0.7396,1030.6,Actual
2024-02-01,British Columbia,South Pit,Zinc,36362.7,0.00906,0.8486,1223.3,Budget
2024-02-01,British Columbia,South Pit,Nickel,94009.2,0.00847,0.9399,372.3,Actual
2024-02-01,British Columbia,Mill A,Gold,82520.6,0.02073,0.8774,1316.8,Budget
2024-02-01,British Columbia,Mill A,Copper,49307.9,0.01258,0.7344,640.2,Actual
2024-02-01,British Columbia,Mill A,Zinc,53230.3,0.01538,0.8879,1773.4,Actual
2024-02-01,British Columbia,Mill A,Nickel,80727.6,0.01854,0.8206,520.4,Budget
2024-02-01,British Columbia,Mill B,Gold,31189.2,0.00964,0.8376,1537.7,Budget
2024-02-01,British Columbia,Mill B,Copper,66072.4,0.00264,0.8103,387.3,Budget
2024-02-01,British Columbia,Mill B,Zinc,78166.6,0.01635,0.7037,643.2,Actual
2024-02-01,British Columbia,Mill B,Nickel,52591.2,0.01005,0.8746,287.8,Budget
2024-02-01,Nova Scotia,North Pit,Gold,86218.9,0.0149,0.8601,597.8,Actual
2024-02-01,Nova Scotia,North Pit,Copper,69781.8,0.02092,0.7026,128.1,Budget
2024-02-01,Nova Scotia,North Pit,Zinc,35210.6,0.02141,0.8691,1946.9,Budget
2024-02-01,Nova Scotia,North Pit,Nickel,93512.0,0.00632,0.8403,914.4,Budget
2024-02-01,Nova Scotia,South Pit,Gold,76467.6,0.00426,0.651,943.6,Actual
2024-02-01,Nova Scotia,South Pit,Copper,56960.9,0.00985,0.7869,1260.3,Budget
2024-02-01,Nova Scotia,South Pit,Zinc,30667.0,0.02977,0.841,974.2,Budget
2024-02-01,Nova Scotia,South Pit,Nickel,49623.0,0.02498,0.8996,1431.7,Budget
2024-02-01,Nova Scotia,Mill A,Gold,49972.7,0.01833,0.7147,1046.4,Actual
2024-02-01,Nova Scotia,Mill A,Copper,95064.1,0.02116,0.9162,1256.6,Budget
2024-02-01,Nova Scotia,Mill A,Zinc,70737.5,0.00762,0.9031,49.8,Budget
2024-02-01,Nova Scotia,Mill A,Nickel,70787.9,0.01227,0.6723,117.1,Actual
2024-02-01,Nova Scotia,Mill B,Gold,90637.9,0.02012,0.8191,220.9,Actual
2024-02-01,Nova Scotia,Mill B,Copper,49861.3,0.01527,1.0,1824.7,Actual
2024-02-01,Nova Scotia,Mill B,Zinc,93183.5,0.02001,0.9005,1294.5,Budget
2024-02-01,Nova Scotia,Mill B,Nickel,41111.1,0.00421,0.8193,1108.3,Budget
2024-03-01,Canada,North Pit,Gold,23230.7,0.02095,0.5631,704.6,Actual
2024-03-01,Canada,North Pit,Copper,75862.4,0.01762,0.736,186.8,Budget
2024-03-01,Canada,North Pit,Zinc,91751.4,0.01766,0.7652,723.3,Actual
2024-03-01,Canada,North Pit,Nickel,73857.5,0.01022,0.8269,1433.9,Actual
2024-03-01,Canada,South Pit,Gold,73289.0,0.01889,0.6775,1010.5,Actual
2024-03-01,Canada,South Pit,Copper,25680.4,0.0175,0.527,1216.7,Actual
2024-03-01,Canada,South Pit,Zinc,79888.2,0.00979,0.6134,95.9,Actual
2024-03-01,Canada,South Pit,Nickel,67885.4,0.00481,0.8403,476.4,Budget
2024-03-01,Canada,Mill A,Gold,97514.5,0.02045,0.8347,1678.7,Budget
2024-03-01,Canada,Mill A,Copper,86481.8,0.025,0.8598,679.0,Budget
2024-03-01,Canada,Mill A,Zinc,53473.2,0.00241,0.5368,1208.4,Actual
2024-03-01,Canada,Mill A,Nickel,46970.1,0.00406,0.8365,1569.2,Budget
2024-03-01,Canada,Mill B,Gold,57846.6,0.02449,0.9342,1050.2,Budget
2024-03-01,Canada,Mill B,Copper,50434.2,0.01755,0.8091,637.3,Budget
2024-03-01,Canada,Mill B,Zinc,69431.4,0.00386,0.8638,974.0,Budget
2024-03-01,Canada,Mill B,Nickel,69860.5,0.0194,0.8826,1120.6,Budget
2024-03-01,Holding Company,North Pit,Gold,74745.7,0.01634,0.7712,1456.7,Actual
2024-03-01,Holding Company,North Pit,Copper,51282.6,0.02789,0.8483,2167.6,Actual
2024-03-01,Holding Company,North Pit,Zinc,75806.1,0.00567,0.8358,1984.3,Actual
2024-03-01,Holding Company,North Pit,Nickel,48901.5,0.01591,0.9153,938.0,Actual
2024-03-01,Holding Company,South Pit,Gold,44654.5,0.01486,0.8525,112.6,Actual
2024-03-01,Holding Company,South Pit,Copper,91672.2,0.00139,0.8917,1279.9,Budget
2024-03-01,Holding Company,South Pit,Zinc,82036.8,0.02243,0.7803,567.6,Budget
2024-03-01,Holding Company,South Pit,Nickel,32734.3,0.0141,0.6073,1578.3,Actual
2024-03-01,Holding Company,Mill A,Gold,68835.7,0.00649,0.8542,458.1,Budget
2024-03-01,Holding Company,Mill A,Copper,66935.1,0.02154,1.0,45.8,Actual
2024-03-01,Holding Company,Mill A,Zinc,53723.3,0.0089,0.7457,273.8,Budget
2024-03-01,Holding Company,Mill A,Nickel,122599.5,0.01537,0.9902,442.9,Actual
2024-03-01,Holding Company,Mill B,Gold,46834.3,0.01886,0.6983,292.4,Actual
2024-03-01,Holding Company,Mill B,Copper,57652.9,0.01984,0.5458,563.1,Actual
2024-03-01,Holding Company,Mill B,Zinc,80956.0,0.0085,1.0,1052.6,Actual
2024-03-01,Holding Company,Mill B,Nickel,111952.6,0.00898,0.9871,2187.7,Actual
2024-03-01,Alberta,North Pit,Gold,68201.7,0.02278,0.9199,341.7,Budget
2024-03-01,Alberta,North Pit,Copper,90040.8,0.02344,0.7745,808.8,Budget
2024-03-01,Alberta,North Pit,Zinc,66688.6,0.01897,0.8632,1192.7,Actual
2024-03-01,Alberta,North Pit,Nickel,47515.6,0.01695,1.0,401.9,Actual
2024-03-01,Alberta,South Pit,Gold,99055.4,0.00401,0.9982,1203.5,Actual
2024-03-01,Alberta,South Pit,Copper,69258.8,0.00793,1.0,163.5,Actual
2024-03-01,Alberta,South Pit,Zinc,44673.4,0.00511,0.6005,1129.5,Actual
2024-03-01,Alberta,South Pit,Nickel,98802.5,0.00138,0.9248,153.7,Actual
2024-03-01,Alberta,Mill A,Gold,49231.0,0.01933,0.6679,1503.0,Actual
2024-03-01,Alberta,Mill A,Copper,56061.7,0.01393,0.4704,1019.9,Actual
2024-03-01,Alberta,Mill A,Zinc,81332.8,0.02773,0.7928,154.2,Budget
2024-03-01,Alberta,Mill A,Nickel,91668.4,0.03508,1.0,2222.6,Actual
2024-03-01,Alberta,Mill B,Gold,54255.7,0.02459,0.7533,1293.8,Budget
2024-03-01,Alberta,Mill B,Copper,51577.1,0.01693,0.5892,225.3,Actual
2024-03-01,Alberta,Mill B,Zinc,78367.9,0.01026,0.7493,193.8,Budget
2024-03-01,Alberta,Mill B,Nickel,59806.2,0.00452,0.5845,1442.9,Actual
2024-03-01,Quebec,North Pit,Gold,57421.3,0.02065,0.6365,930.4,Actual
2024-03-01,Quebec,North Pit,Copper,57646.6,0.02502,0.8441,1978.0,Budget
2024-03-01,Quebec,North Pit,Zinc,82416.4,0.00255,0.9222,747.4,Budget
2024-03-01,Quebec,North Pit,Nickel,31642.2,0.01832,0.8599,276.8,Budget
2024-03-01,Quebec,South Pit,Gold,34432.6,0.01619,0.6265,1159.1,Actual
2024-03-01,Quebec,South Pit,Copper,24390.1,0.01011,0.4946,36.8,Actual
2024-03-01,Quebec,South Pit,Zinc,47932.4,0.01907,0.5995,242.6,Actual
2024-03-01,Quebec,South Pit,Nickel,48409.6,0.01353,0.5534,894.2,Actual
2024-03-01,Quebec,Mill A,Gold,41589.1,0.02438,1.0,1334.0,Actual
2024-03-01,Quebec,Mill A,Copper,96975.8,0.00593,0.9129,443.1,Budget
2024-03-01,Quebec,Mill A,Zinc,88207.5,0.02029,0.7171,492.9,Actual
2024-03-01,Quebec,Mill A,Nickel,42752.2,0.02386,0.8171,962.5,Budget
2024-03-01,Quebec,Mill B,Gold,28824.9,0.00693,0.639,290.3,Actual
2024-03-01,Quebec,Mill B,Copper,39203.6,0.02871,0.8093,1131.9,Budget
2024-03-01,Quebec,Mill B,Zinc,51658.2,0.02842,1.0,525.3,Actual
2024-03-01,Quebec,Mill B,Nickel,66156.7,0.0155,0.7032,821.6,Budget
2024-03-01,Ontario,North Pit,Gold,68319.3,0.01696,0.6767,714.5,Actual
2024-03-01,Ontario,North Pit,Copper,37235.4,0.0157,0.8169,1619.8,Budget
2024-03-01,Ontario,North Pit,Zinc,40880.0,0.01746,0.5985,781.9,Actual
2024-03-01,Ontario,North Pit,Nickel,88439.1,0.03236,0.9659,60.0,Actual
2024-03-01,Ontario,South Pit,Gold,84714.5,0.02127,1.0,1447.5,Actual
2024-03-01,Ontario,South Pit,Copper,36479.4,0.01486,0.4909,435.8,Actual
2024-03-01,Ontario,South Pit,Zinc,95064.7,0.00182,0.8801,775.4,Budget
2024-03-01,Ontario,South Pit,Nickel,48232.6,0.00153,0.8181,1608.2,Budget
2024-03-01,Ontario,Mill A,Gold,40430.2,0.01443,0.5752,1144.6,Actual
2024-03-01,Ontario,Mill A,Copper,32961.7,0.00223,0.8964,237.1,Budget
2024-03-01,Ontario,Mill A,Zinc,70264.3,0.00621,0.8389,1882.4,Budget
2024-03-01,Ontario,Mill A,Nickel,68775.6,0.01736,0.6563,673.9,Actual
2024-03-01,Ontario,Mill B,Gold,61699.5,0.01673,0.9916,354.5,Actual
2024-03-01,Ontario,Mill B,Copper,60812.7,0.01487,0.5557,1121.2,Actual
2024-03-01,Ontario,Mill B,Zinc,42411.1,0.02479,0.8074,1354.1,Budget
2024-03-01,Ontario,Mill B,Nickel,23483.4,0.01562,0.5278,229.7,Actual
2024-03-01,British Columbia,North Pit,Gold,70970.6,0.00305,0.8856,572.1,Budget
2024-03-01,British Columbia,North Pit,Copper,37081.0,0.01665,0.7627,281.2,Actual
2024-03-01,British Columbia,North Pit,Zinc,30289.1,0.02517,0.7631,750.7,Budget
2024-03-01,British Columbia,North Pit,Nickel,107640.6,0.0076,1.0,270.8,Actual
2024-03-01,British Columbia,South Pit,Gold,56776.7,0.01092,0.9194,1985.0,Budget
2024-03-01,British Columbia,South Pit,Copper,59873.8,0.00696,0.9522,1256.6,Actual
2024-03-01,British Columbia,South Pit,Zinc,49166.4,0.00922,0.602,1127.2,Actual
2024-03-01,British Columbia,South Pit,Nickel,24449.0,0.0199,0.6258,484.9,Actual
2024-03-01,British Columbia,Mill A,Gold,43174.8,0.0183,0.8521,648.9,Actual
2024-03-01,British Columbia,Mill A,Copper,48436.8,0.0134,0.5624,127.9,Actual
2024-03-01,British Columbia,Mill A,Zinc,76700.5,0.01593,0.8126,841.8,Budget
2024-03-01,British Columbia,Mill A,Nickel,99162.6,0.02467,0.7955,762.4,Budget
2024-03-01,British Columbia,Mill B,Gold,61021.6,0.02697,0.8928,1207.7,Budget
2024-03-01,British Columbia,Mill B,Copper,56478.6,0.00141,0.5507,155.5,Actual
2024-03-01,British Columbia,Mill B,Zinc,91334.0,0.0217,0.7581,681.4,Budget
2024-03-01,British Columbia,Mill B,Nickel,55999.6,0.01446,0.8619,1267.8,Budget
2024-03-01,Nova Scotia,North Pit,Gold,38538.7,0.02445,0.7179,1525.1,Budget
2024-03-01,Nova Scotia,North Pit,Copper,87178.0,0.00546,0.7545,1145.3,Budget
2024-03-01,Nova Scotia,North Pit,Zinc,64782.9,0.02909,0.7734,939.7,Budget
2024-03-01,Nova Scotia,North Pit,Nickel,110717.7,0.03036,0.9784,1970.6,Actual
2024-03-01,Nova Scotia,South Pit,Gold,91017.6,0.02391,0.9296,2324.8,Actual
2024-03-01,Nova Scotia,South Pit,Copper,62678.6,0.02147,0.8473,491.5,Actual
2024-03-01,Nova Scotia,South Pit,Zinc,38479.4,0.01284,0.768,1998.5,Budget
2024-03-01,Nova Scotia,South Pit,Nickel,65758.1,0.02708,0.7161,113.4,Budget
2024-03-01,Nova Scotia,Mill A,Gold,48941.5,0.01207,0.6817,1089.3,Actual
2024-03-01,Nova Scotia,Mill A,Copper,78179.3,0.00197,0.7588,1299.1,Budget
2024-03-01,Nova Scotia,Mill A,Zinc,97493.9,0.00164,0.7369,197.5,Budget
2024-03-01,Nova Scotia,Mill A,Nickel,47642.2,0.00194,0.8336,1877.9,Budget
2024-03-01,Nova Scotia,Mill B,Gold,98530.3,0.01745,0.7716,1455.4,Budget
2024-03-01,Nova Scotia,Mill B,Copper,75328.6,0.01638,0.7945,1532.3,Actual
2024-03-01,Nova Scotia,Mill B,Zinc,43793.4,0.0283,0.9086,1691.1,Budget
2024-03-01,Nova Scotia,Mill B,Nickel,53183.9,0.01309,0.7354,1889.4,Actual
2024-04-01,Canada,North Pit,Gold,56530.4,0.00284,0.8053,1232.0,Budget
2024-04-01,Canada,North Pit,Copper,73389.8,0.02752,0.7878,1792.8,Budget
2024-04-01,Canada,North Pit,Zinc,38960.7,0.01494,0.895,1737.8,Actual
2024-04-01,Canada,North Pit,Nickel,43100.7,0.0285,0.7495,627.0,Budget
2024-04-01,Canada,South Pit,Gold,59202.7,0.01557,0.6157,1444.0,Actual
2024-04-01,Canada,South Pit,Copper,74579.3,0.01566,0.9566,336.2,Actual
2024-04-01,Canada,South Pit,Zinc,38616.1,0.00381,0.889,1096.7,Budget
2024-04-01,Canada,South Pit,Nickel,40764.6,0.00302,0.7697,1502.4,Budget
2024-04-01,Canada,Mill A,Gold,33602.1,0.02819,0.7082,1552.8,Budget
2024-04-01,Canada,Mill A,Copper,73528.2,0.00561,0.9397,570.8,Budget
2024-04-01,Canada,Mill A,Zinc,131040.4,0.03896,1.0,2345.9,Actual
2024-04-01,Canada,Mill A,Nickel,63730.3,0.00178,0.8136,1255.9,Budget
2024-04-01,Canada,Mill B,Gold,73775.1,0.00674,0.7605,1586.4,Budget
2024-04-01,Canada,Mill B,Copper,38583.4,0.00271,0.8537,1343.4,Actual
2024-04-01,Canada,Mill B,Zinc,81326.2,0.02691,1.0,1572.5,Actual
2024-04-01,Canada,Mill B,Nickel,35043.9,0.02353,0.702,1059.0,Budget
2024-04-01,Holding Company,North Pit,Gold,83967.0,0.01681,0.6981,1571.4,Actual
2024-04-01,Holding Company,North Pit,Copper,60273.6,0.02673,1.0,1767.8,Actual
2024-04-01,Holding Company,North Pit,Zinc,66459.7,0.00276,1.0,2007.3,Actual
2024-04-01,Holding Company,North Pit,Nickel,73037.5,0.02453,0.8949,568.5,Budget
2024-04-01,Holding Company,South Pit,Gold,75953.3,0.02295,0.6177,129.6,Actual
2024-04-01,Holding Company,South Pit,Copper,61368.5,0.02389,0.8624,1356.3,Actual
2024-04-01,Holding Company,South Pit,Zinc,71874.2,0.01439,0.7006,78.4,Budget
2024-04-01,Holding Company,South Pit,Nickel,32773.6,0.00398,0.8982,127.2,Budget
2024-04-01,Holding Company,Mill A,Gold,57019.0,0.01935,0.8855,503.6,Budget
2024-04-01,Holding Company,Mill A,Copper,71359.6,0.01379,0.8474,1841.0,Actual
2024-04-01,Holding Company,Mill A,Zinc,88766.2,0.00768,0.8088,1490.6,Budget
2024-04-01,Holding Company,Mill A,Nickel,72506.4,0.02577,0.8091,1141.7,Budget
2024-04-01,Holding Company,Mill B,Gold,72087.5,0.02832,0.7741,1713.1,Budget
2024-04-01,Holding Company,Mill B,Copper,98467.1,0.02964,0.8608,180.8,Budget
2024-04-01,Holding Company,Mill B,Zinc,26665.4,0.01801,0.8271,447.9,Actual
2024-04-01,Holding Company,Mill B,Nickel,47807.9,0.01088,0.4842,725.2,Actual
2024-04-01,Alberta,North Pit,Gold,69494.9,0.00646,0.7919,976.8,Actual
2024-04-01,Alberta,North Pit,Copper,90753.9,0.02947,0.8587,580.6,Budget
2024-04-01,Alberta,North Pit,Zinc,95214.7,0.02228,0.8728,1198.6,Budget
2024-04-01,Alberta,North Pit,Nickel,85174.6,0.01666,0.8918,674.9,Budget
2024-04-01,Alberta,South Pit,Gold,34168.8,0.01178,0.9231,884.5,Budget
2024-04-01,Alberta,South Pit,Copper,32976.1,0.02196,0.6772,1019.4,Actual
2024-04-01,Alberta,South Pit,Zinc,78718.5,0.02019,0.9225,1719.2,Budget
2024-04-01,Alberta,South Pit,Nickel,70168.2,0.01742,0.8158,543.2,Budget
2024-04-01,Alberta,Mill A,Gold,46306.5,0.02228,0.7433,761.2,Budget
2024-04-01,Alberta,Mill A,Copper,35262.9,0.02282,0.6367,787.5,Actual
2024-04-01,Alberta,Mill A,Zinc,24069.3,0.00858,0.5457,992.1,Actual
2024-04-01,Alberta,Mill A,Nickel,95103.8,0.00244,0.8522,1499.1,Budget
2024-04-01,Alberta,Mill B,Gold,63924.9,0.01318,0.9156,1415.0,Budget
2024-04-01,Alberta,Mill B,Copper,60732.9,0.00223,0.8774,905.9,Actual
2024-04-01,Alberta,Mill B,Zinc,93241.6,0.02355,0.931,629.4,Budget
2024-04-01,Alberta,Mill B,Nickel,97814.5,0.01614,0.9251,156.6,Budget
2024-04-01,Quebec,North Pit,Gold,98916.8,0.0296,0.9197,1609.5,Budget
2024-04-01,Quebec,North Pit,Copper,85308.7,0.00419,0.9184,1859.3,Budget
2024-04-01,Quebec,North Pit,Zinc,37263.5,0.02717,1.0,1117.9,Actual
2024-04-01,Quebec,North Pit,Nickel,81872.7,0.01017,0.914,266.8,Budget
2024-04-01,Quebec,South Pit,Gold,60379.8,0.00659,0.7795,1912.4,Budget
2024-04-01,Quebec,South Pit,Copper,75323.8,0.02027,0.9037,1356.5,Budget
2024-04-01,Quebec,South Pit,Zinc,32727.8,0.00632,0.5948,517.7,Actual
2024-04-01,Quebec,South Pit,Nickel,99192.8,0.02584,0.9095,425.6,Budget
2024-04-01,Quebec,Mill A,Gold,35837.9,0.00361,0.8788,1931.4,Budget
2024-04-01,Quebec,Mill A,Copper,75054.3,0.02796,0.7611,340.6,Budget
2024-04-01,Quebec,Mill A,Zinc,124795.2,0.035,1.0,1404.6,Actual
2024-04-01,Quebec,Mill A,Nickel,54406.5,0.01569,0.8379,283.6,Budget
2024-04-01,Quebec,Mill B,Gold,51580.0,0.02845,1.0,2061.7,Actual
2024-04-01,Quebec,Mill B,Copper,73035.8,0.02154,0.9409,739.1,Budget
2024-04-01,Quebec,Mill B,Zinc,42006.2,0.02477,0.9938,267.7,Actual
2024-04-01,Quebec,Mill B,Nickel,23566.6,0.02038,0.585,685.4,Actual
2024-04-01,Ontario,North Pit,Gold,92077.7,0.00172,0.7649,1250.7,Actual
2024-04-01,Ontario,North Pit,Copper,72431.0,0.00104,0.9169,1345.7,Budget
2024-04-01,Ontario,North Pit,Zinc,76911.1,0.01034,1.0,1584.8,Actual
2024-04-01,Ontario,North Pit,Nickel,106379.8,0.02852,1.0,2050.3,Actual
2024-04-01,Ontario,South Pit,Gold,91358.1,0.02659,1.0,438.3,Actual
2024-04-01,Ontario,South Pit,Copper,92682.2,0.01062,0.9269,1447.9,Budget
2024-04-01,Ontario,South Pit,Zinc,84208.7,0.00768,0.846,637.5,Budget
2024-04-01,Ontario,South Pit,Nickel,52991.7,0.0244,0.72,1749.6,Budget
2024-04-01,Ontario,Mill A,Gold,97893.5,0.01382,0.8398,238.9,Budget
2024-04-01,Ontario,Mill A,Copper,41500.4,0.02733,0.8378,1973.0,Budget
2024-04-01,Ontario,Mill A,Zinc,81828.2,0.02077,0.7075,683.7,Budget
2024-04-01,Ontario,Mill A,Nickel,102356.2,0.03383,1.0,1115.8,Actual
2024-04-01,Ontario,Mill B,Gold,54454.1,0.01454,1.0,2376.4,Actual
2024-04-01,Ontario,Mill B,Copper,88896.1,0.01789,0.7617,213.4,Budget
2024-04-01,Ontario,Mill B,Zinc,88254.3,0.01228,0.7906,1213.3,Budget
2024-04-01,Ontario,Mill B,Nickel,60751.9,0.01134,0.8334,985.9,Budget
2024-04-01,British Columbia,North Pit,Gold,78522.8,0.02483,0.7523,817.6,Budget
2024-04-01,British Columbia,North Pit,Copper,57141.6,0.01359,0.9421,1901.3,Budget
2024-04-01,British Columbia,North Pit,Zinc,60170.8,0.01695,0.8043,564.1,Budget
2024-04-01,British Columbia,North Pit,Nickel,54231.0,0.01125,0.9812,795.3,Actual
2024-04-01,British Columbia,South Pit,Gold,27071.3,0.01884,0.6457,1150.9,Actual
2024-04-01,British Columbia,South Pit,Copper,67206.0,0.02211,0.892,240.2,Actual
2024-04-01,British Columbia,South Pit,Zinc,75818.6,0.0178,0.8135,790.4,Budget
2024-04-01,British Columbia,South Pit,Nickel,47123.5,0.00925,0.7345,1421.0,Actual
2024-04-01,British Columbia,Mill A,Gold,51933.6,0.0132,0.7043,682.4,Actual
2024-04-01,British Columbia,Mill A,Copper,56871.0,0.00698,0.8602,162.2,Budget
2024-04-01,British Columbia,Mill A,Zinc,89527.7,0.00456,0.7527,1804.6,Actual
2024-04-01,British Columbia,Mill A,Nickel,45329.7,0.03076,0.9332,2097.7,Actual
2024-04-01,British Columbia,Mill B,Gold,49711.1,0.01092,0.8011,834.4,Budget
2024-04-01,British Columbia,Mill B,Copper,42121.3,0.00107,0.72,284.2,Actual
2024-04-01,British Columbia,Mill B,Zinc,70304.3,0.02005,0.7762,163.0,Budget
2024-04-01,British Columbia,Mill B,Nickel,93146.3,0.01878,0.9396,1651.4,Budget
2024-04-01,Nova Scotia,North Pit,Gold,49467.3,0.02438,0.6845,729.2,Actual
2024-04-01,Nova Scotia,North Pit,Copper,51425.7,0.01943,0.7642,1149.1,Budget
2024-04-01,Nova Scotia,North Pit,Zinc,30084.4,0.00841,0.7903,1451.0,Actual
2024-04-01,Nova Scotia,North Pit,Nickel,65087.2,0.01712,0.5757,417.2,Actual
