Date,Entity,Site,Commodity,EquipmentUtilization,DowntimeHours,TonnesMoved,Scenario
2023-10-01,Holding Company,South Pit,Gold,62.156470887090514,18.891792086373638,28059.26258329366,Actual
2023-10-01,Holding Company,South Pit,Copper,100.0,21.285256976814534,111980.27632201437,Actual
2023-10-01,Holding Company,South Pit,Zinc,41.42979869099541,12.801543558786047,53288.32761159503,Actual
2023-10-01,Holding Company,South Pit,Nickel,86.3191499473455,11.622387546680258,44780.039466390066,Actual
2023-10-01,Holding Company,Mill A,Gold,68.0503093050696,15.972767833911544,31797.66694965176,Budget
2023-10-01,Holding Company,Mill A,Copper,64.21984100220476,17.680739468272172,48194.8604687957,Budget
2023-10-01,Holding Company,Mill A,Zinc,44.12780378889544,11.812225090453083,66236.81797350466,Actual
2023-10-01,Holding Company,Mill A,Nickel,84.3701071557349,23.30387422849133,76769.30570902006,Budget
2023-10-01,Holding Company,Mill B,Gold,71.89562373188231,22.96545328985107,94362.8372998327,Budget
2023-10-01,Holding Company,Mill B,Copper,85.36683700350665,24.41968115753741,61230.55477459816,Budget
2023-10-01,Holding Company,Mill B,Zinc,43.33647362315589,12.766000401958078,66488.52745222943,Actual
2023-10-01,Holding Company,Mill B,Nickel,61.85054530420087,21.27849175605643,54338.139771259564,Actual
2023-10-01,Alberta,North Pit,Gold,81.06280711774897,22.248038373286008,45522.39571817687,Actual
2023-10-01,Alberta,North Pit,Copper,100.0,12.536494361451965,48859.39471966776,Actual
2023-10-01,Alberta,North Pit,Zinc,71.15633760262244,13.548713391025942,99566.8269124531,Budget
2023-10-01,Alberta,North Pit,Nickel,81.90619817529532,9.767848843780197,53370.38630321996,Budget
2023-10-01,Alberta,South Pit,Gold,91.00922118826655,5.0839432166113045,41203.71177223114,Budget
2023-10-01,Alberta,South Pit,Copper,88.16968436547702,9.471527214602553,33069.45426710109,Actual
2023-10-01,Alberta,South Pit,Zinc,55.41374385379626,4.131389112047255,40645.344921917946,Actual
2023-10-01,Alberta,South Pit,Nickel,40.5945378602298,12.93920742772396,61530.262257726245,Actual
2023-10-01,Alberta,Mill A,Gold,100.0,17.010888714576993,84836.90496285888,Actual
2023-10-01,Alberta,Mill A,Copper,60.74442937976355,11.251494541557165,74270.45360674684,Budget
2023-10-01,Alberta,Mill A,Zinc,90.61455854394698,20.234417821903758,94567.3772723373,Budget
2023-10-01,Alberta,Mill A,Nickel,80.10315447620854,22.088272400710846,67233.63983685712,Actual
2023-10-01,Alberta,Mill B,Gold,100.0,32.03784305093242,115935.02940723822,Actual
2023-10-01,Alberta,Mill B,Copper,100.0,21.57153356607152,63683.81919565919,Actual
2023-10-01,Alberta,Mill B,Zinc,94.92769386866681,14.230579170801034,98397.13039888539,Budget
2023-10-01,Alberta,Mill B,Nickel,72.27491354080985,11.105286032148719,35516.97114587167,Budget
2023-10-01,Quebec,North Pit,Gold,86.85159011258943,9.446364184284526,80738.06678592853,Budget
2023-10-01,Quebec,North Pit,Copper,74.06758197632348,9.258519009652025,76239.64007322061,Budget
2023-10-01,Quebec,North Pit,Zinc,75.7138213832486,12.998066612637114,42805.38719806676,Actual
2023-10-01,Quebec,North Pit,Nickel,89.27817484942754,27.052410728047942,62326.10162228123,Actual
2023-10-01,Quebec,South Pit,Gold,100.0,6.32940994912741,65473.21457024752,Actual
2023-10-01,Quebec,South Pit,Copper,94.44292142197533,8.944117944620016,36614.50078327468,Budget
2023-10-01,Quebec,South Pit,Zinc,100.0,10.41438819612264,84256.1741836149,Actual
2023-10-01,Quebec,South Pit,Nickel,70.32636171025486,18.228978848109943,93826.0708407341,Actual
2023-10-01,Quebec,Mill A,Gold,70.63263811995432,11.386357681112916,65363.29016532636,Actual
2023-10-01,Quebec,Mill A,Copper,85.8153805556112,14.145216091836412,68168.19348155534,Budget
2023-10-01,Quebec,Mill A,Zinc,55.85767605935838,6.514666345620419,26820.26735266172,Actual
2023-10-01,Quebec,Mill A,Nickel,46.45220980222593,9.528004543031006,28908.107843404065,Actual
2023-10-01,Quebec,Mill B,Gold,72.41177551742717,7.0639962381167205,65925.33623715828,Budget
2023-10-01,Quebec,Mill B,Copper,70.05336470789285,15.660865757771663,98962.49949288499,Budget
2023-10-01,Quebec,Mill B,Zinc,70.37078421595965,6.958767307657119,91362.54148233013,Budget
2023-10-01,Quebec,Mill B,Nickel,68.17627128674685,20.810167623463123,53814.638496121726,Budget
2023-10-01,Ontario,North Pit,Gold,41.768944025991615,11.097049521379715,46210.63282102561,Actual
2023-10-01,Ontario,North Pit,Copper,60.62558771566948,19.479357475470337,68689.15555778958,Budget
2023-10-01,Ontario,North Pit,Zinc,100.0,17.93503346851689,104596.4331562883,Actual
2023-10-01,Ontario,North Pit,Nickel,71.181561831079,11.991276944268916,74193.83796113152,Actual
2023-10-01,Ontario,South Pit,Gold,67.50397121065595,6.40027892538609,78379.794463566,Actual
2023-10-01,Ontario,South Pit,Copper,83.78765489425744,15.477112140856452,31747.971738777767,Budget
2023-10-01,Ontario,South Pit,Zinc,54.2989908486842,12.274506119800655,77112.91197405563,Actual
2023-10-01,Ontario,South Pit,Nickel,93.24864143825789,14.362040888992107,34904.34321924726,Budget
2023-10-01,Ontario,Mill A,Gold,87.52207550454432,19.810367293648987,63331.2078033858,Budget
2023-10-01,Ontario,Mill A,Copper,63.12938508092908,21.650088000647088,94370.54934513298,Budget
2023-10-01,Ontario,Mill A,Zinc,74.61532715247249,20.01579349897016,64136.818046175584,Budget
2023-10-01,Ontario,Mill A,Nickel,90.76914076467577,7.877314856136877,34454.578396318175,Budget
2023-10-01,Ontario,Mill B,Gold,93.06562078019937,17.441190185642164,46046.801386835745,Budget
2023-10-01,Ontario,Mill B,Copper,74.6166200850363,6.455709637164472,68897.78518800421,Actual
2023-10-01,Ontario,Mill B,Zinc,87.93708899552189,20.392278711381824,39020.2133254196,Actual
2023-10-01,Ontario,Mill B,Nickel,50.49900631856559,9.691448341608641,45752.71996702788,Actual
2023-10-01,British Columbia,North Pit,Gold,100.0,10.280179941199684,71271.44386615681,Actual
2023-10-01,British Columbia,North Pit,Copper,68.10850954842051,22.241017139522555,87064.53394769676,Budget
2023-10-01,British Columbia,North Pit,Zinc,92.9956120947294,17.28016678077875,37709.23568348144,Budget
2023-10-01,British Columbia,North Pit,Nickel,91.4046193516577,13.361430269165659,85945.21764012359,Actual
2023-10-01,British Columbia,South Pit,Gold,87.39988575872202,6.0379686450029615,62870.13321688792,Actual
2023-10-01,British Columbia,South Pit,Copper,78.63639406686289,15.886062308599094,71774.43273263222,Actual
2023-10-01,British Columbia,South Pit,Zinc,55.239480078653585,19.040725515220522,36018.85044987326,Actual
2023-10-01,British Columbia,South Pit,Nickel,51.19366265140824,13.094674551876153,56222.46611606599,Actual
2023-10-01,British Columbia,Mill A,Gold,67.71701731745614,24.433012092389863,77178.4409191279,Budget
2023-10-01,British Columbia,Mill A,Copper,66.52533917504891,7.72902236540917,34916.209526275445,Budget
2023-10-01,British Columbia,Mill A,Zinc,87.28545657483636,16.366102091896735,87704.09873080559,Budget
2023-10-01,British Columbia,Mill A,Nickel,72.25438407083556,20.96250096012859,90287.7879021769,Budget
2023-10-01,British Columbia,Mill B,Gold,62.02449367971887,15.510814622514324,34448.78389779563,Budget
2023-10-01,British Columbia,Mill B,Copper,100.0,9.06125886479717,95939.16441935586,Actual
2023-10-01,British Columbia,Mill B,Zinc,100.0,21.132818507428627,90810.99654644066,Actual
2023-10-01,British Columbia,Mill B,Nickel,92.47132991183246,17.234758116849434,30872.08883079103,Budget
2023-10-01,Nova Scotia,North Pit,Gold,100.0,26.355377053843174,72659.37925025774,Actual
2023-10-01,Nova Scotia,North Pit,Copper,51.00058655063894,15.607577995357579,75494.01127963426,Actual
2023-10-01,Nova Scotia,North Pit,Zinc,73.86847066159305,20.415453764212145,68881.552658812,Budget
2023-10-01,Nova Scotia,North Pit,Nickel,86.53834664964319,18.26888787277932,95324.82619190536,Budget
2023-10-01,Nova Scotia,South Pit,Gold,95.93623018750465,10.594544081587344,87901.13116690783,Actual
2023-10-01,Nova Scotia,South Pit,Copper,65.38635672189493,13.084715116789587,31987.33627562935,Budget
2023-10-01,Nova Scotia,South Pit,Zinc,100.0,25.05980115485077,43275.0951956297,Actual
2023-10-01,Nova Scotia,South Pit,Nickel,54.766679498439785,19.425920548664617,65014.621105629885,Actual
2023-10-01,Nova Scotia,Mill A,Gold,67.83361651879181,6.57893929673244,68819.74532583135,Budget
2023-10-01,Nova Scotia,Mill A,Copper,78.79410480126947,15.710733555943897,38900.6165219913,Budget
2023-10-01,Nova Scotia,Mill A,Zinc,86.00651605608732,11.98237639190056,77732.60243685935,Actual
2023-10-01,Nova Scotia,Mill A,Nickel,80.3030172743234,9.507877886336596,86720.11523977373,Budget
2023-10-01,Nova Scotia,Mill B,Gold,45.12883383622219,10.793593093249454,59057.43523268322,Actual
2023-10-01,Nova Scotia,Mill B,Copper,90.71113019206331,17.121786811130733,47231.37220224469,Budget
2023-10-01,Nova Scotia,Mill B,Zinc,69.29600149060471,5.195444628389625,48073.64766592307,Budget
2023-10-01,Nova Scotia,Mill B,Nickel,47.79705696651641,15.260665162066791,72398.55589905886,Actual
2023-11-01,Canada,North Pit,Gold,100.0,27.22044736417431,117185.91456020418,Actual
2023-11-01,Canada,North Pit,Copper,93.44780243804138,24.31021649135866,52283.61201016104,Budget
2023-11-01,Canada,North Pit,Zinc,100.0,10.7961465105353,109910.72579260105,Actual
2023-11-01,Canada,North Pit,Nickel,100.0,20.55068756323014,50274.50771837556,Actual
2023-11-01,Canada,South Pit,Gold,82.93346932236577,13.53250746952789,43778.877092859504,Budget
2023-11-01,Canada,South Pit,Copper,79.28000797131988,11.696557031107012,42683.723769174176,Budget
2023-11-01,Canada,South Pit,Zinc,63.044536596899356,16.312669028750094,36140.45425094606,Budget
2023-11-01,Canada,South Pit,Nickel,69.5347792143883,19.324502893564514,84071.0768715049,Actual
2023-11-01,Canada,Mill A,Gold,66.53455137901186,4.97437710178365,64232.192267456434,Actual
2023-11-01,Canada,Mill A,Copper,69.09138243161142,24.388002251323734,48126.926474575695,Budget
2023-11-01,Canada,Mill A,Zinc,85.31970397910047,21.197631714114216,89405.8522909316,Budget
2023-11-01,Canada,Mill A,Nickel,77.13232609002824,19.965267749501713,85936.45752833041,Actual
2023-11-01,Canada,Mill B,Gold,44.40867046328746,14.281469003318445,26196.16979705845,Actual
2023-11-01,Canada,Mill B,Copper,67.7064120682434,12.781214192373051,75089.75616144802,Budget
2023-11-01,Canada,Mill B,Zinc,83.91405672808585,20.032411016896276,80528.35210680394,Budget
2023-11-01,Canada,Mill B,Nickel,44.07147289228187,8.956702797741102,56339.22285231597,Actual
2023-11-01,Holding Company,North Pit,Gold,100.0,28.62220952215978,100439.99796807012,Actual
2023-11-01,Holding Company,North Pit,Copper,77.3301284454891,8.544447666129393,41862.04499543262,Budget
2023-11-01,Holding Company,North Pit,Zinc,76.82053020643268,10.846948484303029,52056.05179881386,Budget
2023-11-01,Holding Company,North Pit,Nickel,80.73427246308312,16.02675085398152,89092.49559531237,Budget
2023-11-01,Holding Company,South Pit,Gold,88.86383380738022,11.38422071774545,92887.42251592847,Budget
2023-11-01,Holding Company,South Pit,Copper,64.484441716655,12.048167099978835,44265.20651371757,Actual
2023-11-01,Holding Company,South Pit,Zinc,94.16434050490875,16.698739018321962,35550.49977566601,Actual
2023-11-01,Holding Company,South Pit,Nickel,83.47243471834759,23.145185875141827,94333.25187631798,Actual
2023-11-01,Holding Company,Mill A,Gold,69.34598945592975,15.463845072173857,56396.42864775578,Budget
2023-11-01,Holding Company,Mill A,Copper,100.0,15.495736270027393,67126.17293383786,Actual
2023-11-01,Holding Company,Mill A,Zinc,87.90991075624248,9.954723280702316,54289.9775782038,Budget
2023-11-01,Holding Company,Mill A,Nickel,83.04581421304489,13.173519575843944,59098.7496777349,Budget
2023-11-01,Holding Company,Mill B,Gold,89.77036051829847,15.314722088287398,56478.66351584448,Budget
2023-11-01,Holding Company,Mill B,Copper,90.35529703359308,19.92229714406473,69650.16293934922,Budget
2023-11-01,Holding Company,Mill B,Zinc,97.16006635842285,8.503355108583122,40707.40534500829,Actual
2023-11-01,Holding Company,Mill B,Nickel,100.0,11.65732391579814,121128.77122886025,Actual
2023-11-01,Alberta,North Pit,Gold,96.07970491924176,14.333822101406762,108759.66848149385,Actual
2023-11-01,Alberta,North Pit,Copper,94.37260597204154,13.747375059303096,107439.3334585555,Actual
2023-11-01,Alberta,North Pit,Zinc,81.65139823753145,12.834961752104235,91549.43368573394,Budget
2023-11-01,Alberta,North Pit,Nickel,100.0,24.56243791510229,89706.78734427718,Actual
2023-11-01,Alberta,South Pit,Gold,49.885992263639686,8.738900712016413,34609.52521312807,Actual
2023-11-01,Alberta,South Pit,Copper,90.83047657196249,15.037963608053293,33463.84410024606,Budget
2023-11-01,Alberta,South Pit,Zinc,100.0,22.02753409342741,46570.85147765891,Actual
2023-11-01,Alberta,South Pit,Nickel,61.02365490620957,9.643571003672102,52679.47503259239,Budget
2023-11-01,Alberta,Mill A,Gold,100.0,23.79254830953558,80158.46651812214,Actual
2023-11-01,Alberta,Mill A,Copper,47.75120626609986,11.800577978505226,73671.30114675814,Actual
2023-11-01,Alberta,Mill A,Zinc,63.450409652038466,12.327218189749905,53500.515695271744,Actual
2023-11-01,Alberta,Mill A,Nickel,86.02278897020628,21.195680534766275,66725.22633439637,Budget
2023-11-01,Alberta,Mill B,Gold,65.62659636169079,9.86990518370364,78661.00730316565,Budget
2023-11-01,Alberta,Mill B,Copper,88.62884584416717,22.663519412286462,42651.377931345734,Budget
2023-11-01,Alberta,Mill B,Zinc,89.12469622852097,16.220974707334076,95297.8901093579,Budget
2023-11-01,Alberta,Mill B,Nickel,78.16786153081895,17.27332283713805,67382.82860771737,Actual
2023-11-01,Quebec,North Pit,Gold,39.41448428792578,14.72634928526305,32290.209772548715,Actual
2023-11-01,Quebec,North Pit,Copper,70.04633466112195,21.35165375698672,95457.62904371883,Budget
2023-11-01,Quebec,North Pit,Zinc,81.59244214315098,17.031241376438008,73781.54329912651,Budget
2023-11-01,Quebec,North Pit,Nickel,94.34151623095983,20.063754076963484,63858.28118744473,Budget
2023-11-01,Quebec,South Pit,Gold,82.1134734455834,13.666389804657937,70610.91369725419,Budget
2023-11-01,Quebec,South Pit,Copper,69.0931253372456,15.947555069994925,82381.15532336586,Budget
2023-11-01,Quebec,South Pit,Zinc,82.1901996084864,6.241402734170222,40817.66025850673,Budget
2023-11-01,Quebec,South Pit,Nickel,78.89948829005493,6.797158360000937,90538.13014922576,Budget
2023-11-01,Quebec,Mill A,Gold,100.0,25.81751928651654,116199.39458047666,Actual
2023-11-01,Quebec,Mill A,Copper,46.20739536259925,4.489535725593672,50517.31883297993,Actual
2023-11-01,Quebec,Mill A,Zinc,86.63597658757098,8.387982512652146,77758.95927583188,Budget
2023-11-01,Quebec,Mill A,Nickel,78.94433025366386,20.916653179008833,90188.34365923685,Budget
2023-11-01,Quebec,Mill B,Gold,100.0,6.6508189497594055,74462.75822024579,Actual
2023-11-01,Quebec,Mill B,Copper,71.96552581135401,10.648086576917287,99498.22564176789,Budget
2023-11-01,Quebec,Mill B,Zinc,82.14176625968818,16.680773156532435,77635.09585148284,Budget
2023-11-01,Quebec,Mill B,Nickel,92.62098369285061,16.908998629385934,59679.90888505874,Budget
2023-11-01,Ontario,North Pit,Gold,45.8949568735482,14.827092120167297,55873.83499756185,Actual
2023-11-01,Ontario,North Pit,Copper,100.0,19.74569998783841,86875.97570833434,Actual
2023-11-01,Ontario,North Pit,Zinc,84.07600028052846,15.188037390619407,37814.91000768556,Budget
2023-11-01,Ontario,North Pit,Nickel,43.50519530846683,13.605308298253059,59781.91853246281,Actual
2023-11-01,Ontario,South Pit,Gold,60.70657814122545,12.886439665217418,59822.291706191034,Actual
2023-11-01,Ontario,South Pit,Copper,84.78602310258486,17.169821731272336,85709.1890511722,Budget
2023-11-01,Ontario,South Pit,Zinc,62.35727105140701,22.955481365101022,40843.83582572261,Budget
2023-11-01,Ontario,South Pit,Nickel,84.99913719160911,13.778440559336717,71578.19635011801,Actual
2023-11-01,Ontario,Mill A,Gold,72.10590699335349,12.702501418384443,83663.6990549039,Budget
2023-11-01,Ontario,Mill A,Copper,81.7320431218617,5.070979837295426,99181.31973135588,Budget
2023-11-01,Ontario,Mill A,Zinc,61.60097118343795,17.268525230424636,91907.8093469681,Budget
2023-11-01,Ontario,Mill A,Nickel,90.50378821533317,5.595438148142639,90504.47389424476,Budget
2023-11-01,Ontario,Mill B,Gold,100.0,20.082103668680443,63006.790663421474,Actual
2023-11-01,Ontario,Mill B,Copper,100.0,28.00497207224047,117758.06579840969,Actual
2023-11-01,Ontario,Mill B,Zinc,86.23781411100236,15.998421410393263,41849.68942800742,Budget
2023-11-01,Ontario,Mill B,Nickel,47.837683580305864,7.70163535738191,32508.492759583143,Actual
2023-11-01,British Columbia,North Pit,Gold,100.0,24.46982678160686,44525.215182612345,Actual
2023-11-01,British Columbia,North Pit,Copper,60.86054207605805,10.394340081650776,90031.7571499651,Budget
2023-11-01,British Columbia,North Pit,Zinc,40.44449152404285,13.083887311942263,25007.527893237777,Actual
2023-11-01,British Columbia,North Pit,Nickel,62.51948925141414,15.080797898403999,34769.90695567848,Actual
2023-11-01,British Columbia,South Pit,Gold,76.48956468315895,8.333148483339249,46836.77532053917,Actual
2023-11-01,British Columbia,South Pit,Copper,100.0,27.47567225334869,83352.68041537775,Actual
2023-11-01,British Columbia,South Pit,Zinc,83.91533818122768,9.012873659143914,91612.61297102823,Budget
2023-11-01,British Columbia,South Pit,Nickel,72.74351621497011,23.852925199914143,57031.30214729929,Actual
2023-11-01,British Columbia,Mill A,Gold,69.57693331985831,5.146209773098816,68240.01644342496,Budget
2023-11-01,British Columbia,Mill A,Copper,94.89935750551989,10.26966754285806,41654.257997007706,Budget
2023-11-01,British Columbia,Mill A,Zinc,71.04518662798023,8.532292526996704,46104.060198653235,Actual
2023-11-01,British Columbia,Mill A,Nickel,75.79854585153865,5.279868203409253,39374.803374004245,Budget
2023-11-01,British Columbia,Mill B,Gold,50.25057491626398,15.021125756849061,44873.95958748343,Actual
2023-11-01,British Columbia,Mill B,Copper,87.81833420624753,18.868516041991924,71323.49610747347,Budget
2023-11-01,British Columbia,Mill B,Zinc,95.70520236329783,23.67340725460303,56644.16104612536,Actual
2023-11-01,British Columbia,Mill B,Nickel,67.72693644760662,10.133970929291305,89219.70989023548,Budget
2023-11-01,Nova Scotia,North Pit,Gold,44.50044530220642,9.827157971088651,69837.28355509485,Actual
2023-11-01,Nova Scotia,North Pit,Copper,94.4077726623799,20.47959141866218,43264.030487789576,Actual
2023-11-01,Nova Scotia,North Pit,Zinc,82.90789249983973,13.795370077762872,31250.20392107269,Budget
2023-11-01,Nova Scotia,North Pit,Nickel,69.56408344493732,18.946515406358316,85284.38351763487,Budget
2023-11-01,Nova Scotia,South Pit,Gold,93.28022467876437,17.679468168808842,43344.98744623414,Budget
2023-11-01,Nova Scotia,South Pit,Copper,49.340051416210905,5.511582436427232,41354.31910253892,Actual
2023-11-01,Nova Scotia,South Pit,Zinc,75.13171803649107,20.62086242153936,57596.18527930672,Budget
2023-11-01,Nova Scotia,South Pit,Nickel,93.02655720586597,19.413527181850366,94161.95722306611,Budget
2023-11-01,Nova Scotia,Mill A,Gold,70.49353377502946,17.098695158343258,71841.49990581325,Actual
2023-11-01,Nova Scotia,Mill A,Copper,82.348408168243,8.101872125420046,32842.66432120235,Budget
2023-11-01,Nova Scotia,Mill A,Zinc,68.61722924773015,9.61728864121894,28811.883277993704,Actual
2023-11-01,Nova Scotia,Mill A,Nickel,69.59753208220346,12.86354063175201,43969.76682711961,Budget
2023-11-01,Nova Scotia,Mill B,Gold,100.0,14.189229719358247,69980.98374017522,Actual
2023-11-01,Nova Scotia,Mill B,Copper,74.32669022102651,9.556205813522629,63916.66838606192,Budget
2023-11-01,Nova Scotia,Mill B,Zinc,91.29347212876971,21.107153403235515,88648.75886161989,Budget
2023-11-01,Nova Scotia,Mill B,Nickel,68.04841120618802,17.764644927204046,52037.242922433164,Budget
2023-12-01,Canada,North Pit,Gold,67.45866464087791,16.309442631005005,56357.60534901587,Budget
2023-12-01,Canada,North Pit,Copper,61.0896929009579,9.519054217065078,53053.65510067603,Budget
2023-12-01,Canada,North Pit,Zinc,82.80833888815597,23.361531245372827,30627.57352230339,Budget
2023-12-01,Canada,North Pit,Nickel,66.18946657356443,8.011605520625707,87949.55285386843,Actual
2023-12-01,Canada,South Pit,Gold,90.2525387443873,20.899018656493542,39729.71188955317,Budget
2023-12-01,Canada,South Pit,Copper,75.12656804515862,23.87712649436973,49196.50622418939,Actual
2023-12-01,Canada,South Pit,Zinc,100.0,25.94641210448937,51849.701989172165,Actual
2023-12-01,Canada,South Pit,Nickel,66.49339304960924,24.857175503692595,64338.02093097058,Budget
2023-12-01,Canada,Mill A,Gold,100.0,22.671098780783865,119829.99786424068,Actual
2023-12-01,Canada,Mill A,Copper,100.0,11.15937970991887,44222.4057192955,Actual
2023-12-01,Canada,Mill A,Zinc,100.0,10.797684475553725,72405.12517270749,Actual
2023-12-01,Canada,Mill A,Nickel,100.0,14.26468748671734,39184.69610059851,Actual
2023-12-01,Canada,Mill B,Gold,100.0,6.082239861390896,99304.30289432987,Actual
2023-12-01,Canada,Mill B,Copper,81.91771125709954,18.633969401656692,74885.83004880974,Budget
2023-12-01,Canada,Mill B,Zinc,64.59357071888357,10.37335569255655,78978.90645950052,Budget
2023-12-01,Canada,Mill B,Nickel,61.138416282193816,21.303664645855058,63063.54526270129,Budget
2023-12-01,Holding Company,North Pit,Gold,92.22967467354904,12.183453011186005,93534.3120689484,Budget
2023-12-01,Holding Company,North Pit,Copper,88.24441931998166,15.79122503295156,63459.65343348965,Actual
2023-12-01,Holding Company,North Pit,Zinc,87.87880518416617,24.313778331207384,65985.95523509539,Budget
2023-12-01,Holding Company,North Pit,Nickel,76.85328230293925,9.843442460945543,78670.24555894407,Budget
2023-12-01,Holding Company,South Pit,Gold,46.932854909657145,14.221408095271645,48641.216414602284,Actual
2023-12-01,Holding Company,South Pit,Copper,47.48973136806496,14.828101794925471,31905.078137199325,Actual
2023-12-01,Holding Company,South Pit,Zinc,83.994785053014,9.419963150472704,52194.94326314384,Budget
2023-12-01,Holding Company,South Pit,Nickel,75.06070632148119,15.019936732243913,36460.61276971637,Budget
2023-12-01,Holding Company,Mill A,Gold,67.01836543451178,12.004038506259366,60282.94480521085,Budget
2023-12-01,Holding Company,Mill A,Copper,76.75154426196306,20.317870675712317,72229.94337663896,Actual
2023-12-01,Holding Company,Mill A,Zinc,62.24731279762969,17.449666380580748,38297.096098839844,Budget
2023-12-01,Holding Company,Mill A,Nickel,80.36899906700395,14.51966109721094,74141.09850290904,Budget
2023-12-01,Holding Company,Mill B,Gold,58.19008050209738,17.258209452538928,77543.20296511937,Actual
2023-12-01,Holding Company,Mill B,Copper,87.91456852230158,9.703111400168341,53640.66130898637,Budget
2023-12-01,Holding Company,Mill B,Zinc,61.45588820619992,17.407889187870786,39496.72772307998,Actual
2023-12-01,Holding Company,Mill B,Nickel,75.93270521786305,22.307486241856488,92510.42446893321,Budget
2023-12-01,Alberta,North Pit,Gold,60.406718896783524,22.57243193615145,78436.16651282841,Budget
2023-12-01,Alberta,North Pit,Copper,43.81952549770007,14.486166796590508,26190.9921190895,Actual
2023-12-01,Alberta,North Pit,Zinc,68.18821197694164,12.169912658973352,54160.34276571162,Actual
2023-12-01,Alberta,North Pit,Nickel,76.79785921509932,24.63616045435654,77186.2719828184,Budget
2023-12-01,Alberta,South Pit,Gold,81.00071918417564,12.591872876448797,70206.87124828182,Budget
2023-12-01,Alberta,South Pit,Copper,70.20819025482561,17.772507982048513,73298.29835449111,Budget
2023-12-01,Alberta,South Pit,Zinc,84.32436601442899,8.221483561389373,69699.46217817483,Budget
2023-12-01,Alberta,South Pit,Nickel,90.10428390162215,24.608977972727853,85864.29557134231,Budget
2023-12-01,Alberta,Mill A,Gold,87.29478461126725,19.079718437293266,52429.886975788504,Budget
2023-12-01,Alberta,Mill A,Copper,41.60377539869473,13.600445044332897,53942.3860170748,Actual
2023-12-01,Alberta,Mill A,Zinc,75.76955453083886,6.2293577411421,98019.5678386474,Actual
2023-12-01,Alberta,Mill A,Nickel,46.06398243997714,14.66316515368538,41451.665949439004,Actual
2023-12-01,Alberta,Mill B,Gold,56.107766624844,16.793813361393475,69957.63943573376,Actual
2023-12-01,Alberta,Mill B,Copper,100.0,24.715746803045782,63316.396877154766,Actual
2023-12-01,Alberta,Mill B,Zinc,48.72405840666951,8.125900843962928,37286.98903775032,Actual
2023-12-01,Alberta,Mill B,Nickel,77.46108537079746,14.79380084321763,95440.47119284802,Budget
2023-12-01,Quebec,North Pit,Gold,88.38743833792236,7.804910855590923,34447.12886903759,Actual
2023-12-01,Quebec,North Pit,Copper,96.57430419634821,16.477086787362275,51628.72814934803,Actual
2023-12-01,Quebec,North Pit,Zinc,82.91081515452927,10.288860249556798,66468.54480886574,Actual
2023-12-01,Quebec,North Pit,Nickel,39.63500137214472,7.870212417843637,38181.64778141758,Actual
2023-12-01,Quebec,South Pit,Gold,62.74950586041775,7.249578276780757,65047.489349076706,Actual
2023-12-01,Quebec,South Pit,Copper,79.08844987871448,9.720123079673227,44029.745823494995,Actual
2023-12-01,Quebec,South Pit,Zinc,63.07532747006917,6.5313728364023245,34938.29030579719,Budget
2023-12-01,Quebec,South Pit,Nickel,72.27194259232132,23.398027328738426,55853.337846332994,Budget
2023-12-01,Quebec,Mill A,Gold,61.16210880769783,15.608213759508068,66704.86695009266,Budget
2023-12-01,Quebec,Mill A,Copper,62.75024740042573,12.934839425254793,69340.1285959438,Budget
2023-12-01,Quebec,Mill A,Zinc,73.89231466705586,15.700584255375677,72104.54664797267,Budget
2023-12-01,Quebec,Mill A,Nickel,64.64505139150711,17.565864569631053,68406.33970330885,Budget
2023-12-01,Quebec,Mill B,Gold,79.86392968915453,23.437575867386983,47202.63796798313,Budget
2023-12-01,Quebec,Mill B,Copper,95.2892243714905,9.710971203366322,94595.16008404702,Actual
2023-12-01,Quebec,Mill B,Zinc,88.0205344688179,10.911049972704351,36144.6183217579,Budget
2023-12-01,Quebec,Mill B,Nickel,67.00525854856835,24.515786726882293,43884.77156865281,Budget
2023-12-01,Ontario,North Pit,Gold,65.86189037906745,12.423859732970488,81756.46063133798,Budget
2023-12-01,Ontario,North Pit,Copper,46.038661275841335,3.9423180243326787,35856.73127750673,Actual
2023-12-01,Ontario,North Pit,Zinc,82.27505873402728,7.952869852743176,64543.14091265837,Budget
2023-12-01,Ontario,North Pit,Nickel,84.72665042704153,5.526774034971041,52903.841859889115,Budget
2023-12-01,Ontario,South Pit,Gold,41.069646148811515,16.6673023387578,44015.619686591774,Actual
2023-12-01,Ontario,South Pit,Copper,92.76742861852915,10.577416979824461,54265.90599631556,Budget
2023-12-01,Ontario,South Pit,Zinc,61.81899492780153,23.47085513872452,99594.55929342353,Budget
2023-12-01,Ontario,South Pit,Nickel,81.22747991469835,25.63803303866517,56614.017501637616,Actual
2023-12-01,Ontario,Mill A,Gold,84.81711818078207,16.996824422862282,73893.45921783519,Budget
2023-12-01,Ontario,Mill A,Copper,100.0,7.134725545183122,116122.22418107772,Actual
2023-12-01,Ontario,Mill A,Zinc,84.99304262463497,6.63183260773854,74655.44960553253,Budget
2023-12-01,Ontario,Mill A,Nickel,100.0,17.72215458685312,84312.3138210307,Actual
2023-12-01,Ontario,Mill B,Gold,71.88075673899822,13.123440258229719,69846.06183293457,Budget
2023-12-01,Ontario,Mill B,Copper,88.51887898112793,17.123546115635353,64752.24976463699,Budget
